Division,District,Upazila,Union,Mouza,Depth,Arsenic
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Dakshin Barbayla,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Dewantala,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Dhuliabari,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Elangiata,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Enayetpur,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Gharabari,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Ghoser Para,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Golabari,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Ijara Para,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Kadi Para,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Karia Pukur,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Khamargaon,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Khas Ijara Para,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Machhgaon,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Mouhali,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Ramjibanpur,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Rasulpur,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Rehai Mousa,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Sadia,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Sahapur,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Sankarhati,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Sonkalasi,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Ullah Para,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Urapara,,
Rajshahi,Sirajganj,Chauhali,Sadia Chandpur,Uttar Barbayla,,
Rajshahi,Sirajganj,Chauhali,Sthal,Bairabari,,
Rajshahi,Sirajganj,Chauhali,Sthal,Baishbari,,
Rajshahi,Sirajganj,Chauhali,Sthal,Basantapur,,
Rajshahi,Sirajganj,Chauhali,Sthal,Bishnupur,,
Rajshahi,Sirajganj,Chauhali,Sthal,Chaluhara,,
Rajshahi,Sirajganj,Chauhali,Sthal,Chauhali,,
Rajshahi,Sirajganj,Chauhali,Sthal,Chhota Chauhali,,
Rajshahi,Sirajganj,Chauhali,Sthal,Dakshin Hatibari,,
Rajshahi,Sirajganj,Chauhali,Sthal,Dighalkandi,,
Rajshahi,Sirajganj,Chauhali,Sthal,Ekrampur,,
Rajshahi,Sirajganj,Chauhali,Sthal,Gopinathpur,,
Rajshahi,Sirajganj,Chauhali,Sthal,Hatbaira,,
Rajshahi,Sirajganj,Chauhali,Sthal,Kanda Para,,
Rajshahi,Sirajganj,Chauhali,Sthal,Khas Dash Sika,,
Rajshahi,Sirajganj,Chauhali,Sthal,Khas Mandalbhog,,
Rajshahi,Sirajganj,Chauhali,Sthal,Khas Payel Satia,,
Rajshahi,Sirajganj,Chauhali,Sthal,Kochgram,,
Rajshahi,Sirajganj,Chauhali,Sthal,Kuragachha,,
Rajshahi,Sirajganj,Chauhali,Sthal,Langalmura,,
Rajshahi,Sirajganj,Chauhali,Sthal,Mali Para,,
Rajshahi,Sirajganj,Chauhali,Sthal,Misriganti,,
Rajshahi,Sirajganj,Chauhali,Sthal,Naya Para,,
Rajshahi,Sirajganj,Chauhali,Sthal,Payel Satia,,
Rajshahi,Sirajganj,Chauhali,Sthal,Rehai Dash Sika,,
Rajshahi,Sirajganj,Chauhali,Sthal,Rehai Mandalbhog,,
Rajshahi,Sirajganj,Chauhali,Sthal,Rehai Payel Satia,,
Rajshahi,Sirajganj,Chauhali,Sthal,Santosha,,
Rajshahi,Sirajganj,Chauhali,Sthal,Sekh Chandra Para,,
Rajshahi,Sirajganj,Chauhali,Sthal,Sthal,,
Rajshahi,Sirajganj,Chauhali,Sthal,Sthal Char,,
Rajshahi,Sirajganj,Chauhali,Sthal,Sthal Naohata,,
Rajshahi,Sirajganj,Chauhali,Sthal,Uttar Hatibari,,
Rajshahi,Sirajganj,Chauhali,Sthal,Uttar Teghari,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Baniaganti,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Beara Nandina,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Bhadraghat,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Chairganti,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Chhota Dhopakandi,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Chouduar,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Dhamkul Jangaliaganti,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Dogachhi,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Garabari,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Jhati Belai,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Khudra Bhadraghat,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Madhya Bhadraghat,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Mug Belai,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Saidganti,,
Rajshahi,Sirajganj,Kamarkhanda,Bhadraghat,Uday Krishnapur,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Dahsika,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Dhopakandi,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Haluakandi,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Jamtail,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Kamarkhanda,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Karnasuti,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Kora Udaypur,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Kura,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Nandina Madhu,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Paistak,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Pakuria,,
Rajshahi,Sirajganj,Kamarkhanda,Jamtail,Tengrail,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Balukul,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Bharanga,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Chak Sahabazpur,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Chala,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Chandpur,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Jhaul,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Joyen Bara Dhul,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Khamar Bara Dhul,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Konabari,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Lahiribari,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Mamudakola,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Maynakandi,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Paiksa,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Panchbaria,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Par Jhaul Baghbari,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Swalpa Mamudpur,,
Rajshahi,Sirajganj,Kamarkhanda,Jhawail,Teghari,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Banshbaria,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Barakandi,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Chaubaria,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Daulatpur,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Dhaleshwar,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Kazipur,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Koalganti,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Rasulpur,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Sabazpur,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Shyampur,,
Rajshahi,Sirajganj,Kamarkhanda,Roy Daulatpur,Tajur Para,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Barshibhanga,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Bhabanipur,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Bhanudanga,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Chalitadanga,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Durgatia Para,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Garaber,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Hatsira,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Kabihar,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Lakshmipur,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Mathail Chapar,,
Rajshahi,Sirajganj,Kazipur,Chalitadanga,Satkaya,,
