division,district,upazila,union,depth 0+,depth 0-90,depth 90+,depth 90-150,depth 150+,depth 0-15.3,depth 15.3-45,depth 45-65,depth 65-90
Chittagong,Khagrachhari,Dighinala,Kabakhali,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Dighinala,Merung,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Dighinala,###,2,0,2,0,2,0,0,0,0
Chittagong,Khagrachhari,Manikchhari,Batnatali,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Manikchhari,Juggachhala,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Manikchhari,Manikchhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Manikchhari,Tintahari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Manikchhari,###,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Khagrachhari Sadar,Bhaibonchhara,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Khagrachhari Sadar,Golabari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Khagrachhari Sadar,Kamalchhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Khagrachhari Sadar,Khagrachhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Khagrachhari Sadar,Khagrachhari Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Khagrachhari Sadar,Perachhara,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Khagrachhari Sadar,###,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Panchhari,Chengi,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Panchhari,Latiban,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Panchhari,Logang,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Panchhari,Panchhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Panchhari,Ulta Chari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Panchhari,###,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Ramgarh,Hapchhari,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Ramgarh,Pathachhara,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Ramgarh,Ramgarh,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Ramgarh,Ramgarh Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,Ramgarh,###,0,0,0,0,0,0,0,0,0
Chittagong,Khagrachhari,###,###,12,0,12,0,12,0,0,0,0
Chittagong,Feni,Daganbhuiyan,Mathu Bhuiyan,12,0,12,0,12,0,0,0,0
Chittagong,Feni,Daganbhuiyan,Daganbhuiyan,29,0,29,0,29,0,0,0,0
Chittagong,Feni,Daganbhuiyan,Daganbhuiyan Paurashava,5,2,3,0,3,2,0,0,0
Chittagong,Feni,Daganbhuiyan,Purba Chandrapur,1,1,0,0,0,1,0,0,0
Chittagong,Feni,Daganbhuiyan,Jailashkara,2,1,1,0,1,0,1,0,0
Chittagong,Feni,Daganbhuiyan,Sindurpur,1,1,0,0,0,0,1,0,0
Chittagong,Feni,Daganbhuiyan,Yakubpur,1,1,0,0,0,0,1,0,0
Chittagong,Feni,Daganbhuiyan,Rajapur,1,1,0,0,0,0,1,0,0
Chittagong,Feni,Daganbhuiyan,Ramnagar,0,0,0,0,0,0,0,0,0
Chittagong,Feni,Daganbhuiyan,###,52,7,45,0,45,3,4,0,0
Chittagong,Feni,Feni Sadar,Feni Paurashava,93,1,92,0,92,0,1,0,0
Chittagong,Feni,Feni Sadar,Kazirbag,16,2,14,0,14,0,1,1,0
Chittagong,Feni,Feni Sadar,Dharmapur,27,1,26,0,26,0,1,0,0
Chittagong,Feni,Feni Sadar,Kalidah,7,0,7,0,7,0,0,0,0
Chittagong,Feni,Feni Sadar,Baligaon,3,0,3,0,3,0,0,0,0
Chittagong,Feni,Feni Sadar,Lemua,11,1,10,0,10,1,0,0,0
Chittagong,Feni,Feni Sadar,Panchgachhiya,7,1,6,0,6,0,1,0,0
Chittagong,Feni,Feni Sadar,Fazilpur,2,1,1,0,1,0,1,0,0
Chittagong,Feni,Feni Sadar,Dhalia,6,1,5,0,5,0,1,0,0
Chittagong,Feni,Feni Sadar,Sarishadi,1,1,0,0,0,0,1,0,0
Chittagong,Feni,Feni Sadar,Matabi,2,0,2,0,2,0,0,0,0
Chittagong,Feni,Feni Sadar,Farhadnagar,0,0,0,0,0,0,0,0,0
Chittagong,Feni,Feni Sadar,Sanua,0,0,0,0,0,0,0,0,0
Chittagong,Feni,Feni Sadar,###,175,9,166,0,166,1,7,1,0
Chittagong,Feni,Chhagalnaiya,Chhagalnaiya Paurashava,22,1,21,0,21,0,1,0,0
Chittagong,Feni,Chhagalnaiya,Radhanagar,3,1,2,0,2,0,0,1,0
Chittagong,Feni,Chhagalnaiya,Subhapur,7,1,6,0,6,0,1,0,0
Chittagong,Feni,Chhagalnaiya,Gopal,3,1,2,0,2,0,1,0,0
Chittagong,Feni,Chhagalnaiya,Pathannagar,5,1,4,1,3,0,1,0,0
Chittagong,Feni,Chhagalnaiya,Mohamaya,3,2,1,0,1,0,2,0,0
Chittagong,Feni,Chhagalnaiya,###,43,7,36,1,35,0,6,1,0
Chittagong,Feni,Fulgazi,Munshirhat,2,0,2,0,2,0,0,0,0
Chittagong,Feni,Fulgazi,Fulgazi,6,1,5,0,5,0,1,0,0
Chittagong,Feni,Fulgazi,Darbarpur,6,1,5,0,5,0,1,0,0
Chittagong,Feni,Fulgazi,Amjadhat,2,2,0,0,0,0,0,2,0
Chittagong,Feni,Fulgazi,Anandapur,1,1,0,0,0,0,1,0,0
Chittagong,Feni,Fulgazi,G.M.Hat,0,0,0,0,0,0,0,0,0
Chittagong,Feni,Fulgazi,###,17,5,12,0,12,0,3,2,0
Chittagong,Feni,Sonagazi,Mangalkandi,34,1,33,0,33,1,0,0,0
Chittagong,Feni,Sonagazi,Sonagazi Paurashava,154,2,152,0,152,2,0,0,0
Chittagong,Feni,Sonagazi,Sonagazi,61,0,61,0,61,0,0,0,0
Chittagong,Feni,Sonagazi,Amirabad,121,2,119,0,119,1,1,0,0
Chittagong,Feni,Sonagazi,Nawabpur,28,1,27,0,27,1,0,0,0
Chittagong,Feni,Sonagazi,Char Darbesh,128,1,127,0,127,1,0,0,0
Chittagong,Feni,Sonagazi,Char Chandia,4,0,4,0,4,0,0,0,0
Chittagong,Feni,Sonagazi,Matiganj,39,1,38,0,38,1,0,0,0
Chittagong,Feni,Sonagazi,Bagadana,52,1,51,0,51,0,1,0,0
Chittagong,Feni,Sonagazi,Char Majlishpur,41,2,39,0,39,1,1,0,0
Chittagong,Feni,Sonagazi,###,662,11,651,0,651,8,3,0,0
Chittagong,Feni,Parshuram,Parshuram Paurashava,24,2,22,0,22,0,2,0,0
Chittagong,Feni,Parshuram,Mirzanagar,2,1,1,0,1,0,1,0,0
Chittagong,Feni,Parshuram,Baksh Mohammad,3,2,1,0,1,0,2,0,0
Chittagong,Feni,Parshuram,Chithalia,1,1,0,0,0,0,1,0,0
Chittagong,Feni,Parshuram,###,30,6,24,0,24,0,6,0,0
Chittagong,Feni,###,###,979,45,934,1,933,12,29,4,0
Chittagong,Rangamati,Kawkhali (Betbunia),Fatik Chhari,1,0,1,0,1,0,0,0,0
Chittagong,Rangamati,Kawkhali (Betbunia),Ghagra,2,0,2,0,2,0,0,0,0
Chittagong,Rangamati,Kawkhali (Betbunia),Betbunia,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kawkhali (Betbunia),Kalampati,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kawkhali (Betbunia),###,3,0,3,0,3,0,0,0,0
Chittagong,Rangamati,Langadu,Adrarak Chara,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Langadu,Bhasanya Adam,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Langadu,Bogachatar,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Langadu,Gulshakhali,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Langadu,Kalapakurjya,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Langadu,Langadu,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Langadu,Mayanimukh,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Langadu,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Barkal,Aiba Chhara,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Barkal,Bara Harina,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Barkal,Barkal,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Barkal,Bhushan Chhara,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Barkal,Shublong,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Barkal,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Amtali,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Baghai Chhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Baghaichhari Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Bangaltali,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Kedarmara,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Marishya,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Rupakari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Sajek,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,Sarboatali,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Baghai Chhari,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,Balukhali,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,Banduk Bhanga,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,Jibtali,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,Kutuk Chhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,Magban,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,Rangamati Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,Sapchhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rangamati Sadar,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rajasthali,Bangalhalia,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rajasthali,Gainda,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rajasthali,Ghila Chhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Rajasthali,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Jurai Chhari,Banjugi Chhara,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Jurai Chhari,Dumdumya,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Jurai Chhari,Jurai Chhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Jurai Chhari,Maidang,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Jurai Chhari,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Belai Chhari,Belai Chhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Belai Chhari,Farua,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Belai Chhari,Kangara Chhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Belai Chhari,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Naniarchar,Burighat,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Naniarchar,Ghila Chhari,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Naniarchar,Naniarchar,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Naniarchar,Sabekhyong,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Naniarchar,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kaptai,Chandraghona,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kaptai,Chitmaram,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kaptai,Kaptai,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kaptai,Raikhali,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kaptai,Wagga,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,Kaptai,###,0,0,0,0,0,0,0,0,0
Chittagong,Rangamati,###,###,3,0,3,0,3,0,0,0,0
Chittagong,Chittagong,Sandwip,Kalapania,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Sandwip,Urirchar,2,0,2,0,2,0,0,0,0
Chittagong,Chittagong,Sandwip,Amanullah,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Azimpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Bauria,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Digghapar,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Gachhua,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Haramia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Harispur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Magdhara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Maitbhanga,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Musapur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Rahmatpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Sandwip Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Santoshpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,Sarikait,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sandwip,###,3,0,3,0,3,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Lelang,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Abdullapur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Bagan Bazar,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Baktapur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Bhujpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Dantmara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Daulatpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Dharmapur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Dhurung,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Harwalchhari,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Jafarnagar,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Kanchan Nagar,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Khiram,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Nanupur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Narayanhat,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Paindanga,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Rangamatia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Roushangiri,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Samitirhat,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Suabil,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,Sundarpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Fatikchhari,###,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Raozan,Dabua,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Raozan,Bagoan,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Binajuri,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Chikdair,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Gahira,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Haladia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Kadalpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Noa Para,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Noajispur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Pahartali,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Paschim Guzara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Purba Guzara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Raozan,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Raozan Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,Urkirchar,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Raozan,###,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Sitakunda,Saidpur,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Sitakunda,Salimpur,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Sitakunda,Bhatiari,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Sitakunda,Kumira,1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Sitakunda,Muradpur,1,0,1,1,0,0,0,0,0
Chittagong,Chittagong,Sitakunda,Barabkunda,1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Sitakunda,Banshbaria,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Sitakunda,Sitakunda Paurashava,3,1,2,0,2,0,1,0,0
Chittagong,Chittagong,Sitakunda,Bariadyala,1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Sitakunda,Sonaichhari,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Sitakunda,###,11,7,4,1,3,3,4,0,0
Chittagong,Chittagong,Boalkhali,Saroatali,3,0,3,0,3,0,0,0,0
Chittagong,Chittagong,Boalkhali,Ahla Karaldanga,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Amchia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Charandwip,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Kandhurkhil,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Paschim Gomdandi,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Popadia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Purba Gomdandi,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Sakpura,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,Sreepur Kharandwip,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Boalkhali,###,3,0,3,0,3,0,0,0,0
Chittagong,Chittagong,Banshkhali,Sadhanpur,2,1,1,0,1,0,0,1,0
Chittagong,Chittagong,Banshkhali,Katharia,2,0,2,0,2,0,0,0,0
Chittagong,Chittagong,Banshkhali,Bailchhari,3,1,2,0,2,0,0,1,0
Chittagong,Chittagong,Banshkhali,Banshkhali Paurashava,3,1,2,0,2,0,0,1,0
Chittagong,Chittagong,Banshkhali,Kalipur,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Banshkhali,Chambal,2,0,2,0,2,0,0,0,0
Chittagong,Chittagong,Banshkhali,Baharchhara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Chhanua,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Gandamara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Khankhanabad,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Puichhari,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Pukuria,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Saral,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Sekherkhil,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,Silkup,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Banshkhali,###,13,4,9,0,9,0,1,3,0
Chittagong,Chittagong,Patiya,Kasiais,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Patiya,Kusumpura,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Patiya,Sobhandandi,1,0,1,0,1,0,0,0,0
Chittagong,Chittagong,Patiya,Asia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Bara Uthan,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Baralia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Bhatikhain,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Chanhara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Char Lakshya,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Char Patharghata,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Dakhin D.bhurshi,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Dhalghat,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Habilas Dwip,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Haidgaon,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Janglukhain,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Jiri,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Juldha,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Kachuai,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Kelishahar,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Kharana,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Kolagaon,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Patiya Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,Sikalbaha,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Patiya,###,3,0,3,0,3,0,0,0,0
Chittagong,Chittagong,Anowara,Barakhain,3,1,2,0,2,0,0,1,0
Chittagong,Chittagong,Anowara,Paraikora,2,0,2,0,2,0,0,0,0
Chittagong,Chittagong,Anowara,Battali,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Anowara,Barasat,2,2,0,0,0,0,1,1,0
Chittagong,Chittagong,Anowara,Roypur,1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Anowara,Haildhar,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Anowara,Anowara,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Anowara,Bairag,2,0,2,0,2,0,0,0,0
Chittagong,Chittagong,Anowara,Burumchhara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Anowara,Chatari,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Anowara,Juidandi,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Anowara,###,13,7,6,0,6,1,4,2,0
Chittagong,Chittagong,Chandgaon,Ward No-05,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Chandgaon,Ward No-06,1,1,0,0,0,0,0,1,0
Chittagong,Chittagong,Chandgaon,Ward No-04,3,0,3,0,3,0,0,0,0
Chittagong,Chittagong,Chandgaon,###,5,2,3,0,3,0,1,1,0
Chittagong,Chittagong,Mirsharai,Dhum,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Mirsharai,Baroiar Hat Paurashava,2,0,2,0,2,0,0,0,0
Chittagong,Chittagong,Mirsharai,Karerhat,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Mirsharai,Wahedpur,1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Mirsharai,Khaiyachhara,2,1,1,0,1,1,0,0,0
Chittagong,Chittagong,Mirsharai,Mirsharai,1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Mirsharai,Durgapur,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Mirsharai,Mithanala,2,0,2,0,2,0,0,0,0
Chittagong,Chittagong,Mirsharai,Haitkandi,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Hinguli,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Ichhakhali,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Katachhara,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Maghadia,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Mayani,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Mirsharai Paurashava,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Osmanpur,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Saherkhali,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,Zorwarganj,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Mirsharai,###,11,6,5,0,5,3,3,0,0
Chittagong,Chittagong,Kotwali,Ward No-31,1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-21,1,1,0,0,0,0,0,1,0
Chittagong,Chittagong,Kotwali,Ward No-15 (Part),0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-16,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-20,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-22,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-30 (Part),0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-32,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-33,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-34,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,Ward No-35 (part),0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Kotwali,###,2,2,0,0,0,1,0,1,0
Chittagong,Chittagong,Double Mooring,Ward No-28,1,1,0,0,0,0,1,0,0
Chittagong,Chittagong,Double Mooring,Ward No-12 (Part),3,1,2,0,2,0,0,1,0
Chittagong,Chittagong,Double Mooring,Ward No-23,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Double Mooring,Ward No-24 (part),0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Double Mooring,Ward No-27,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Double Mooring,Ward No-29,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Double Mooring,Ward No-30 (Part),0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Double Mooring,Ward No-36 (Part),0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Double Mooring,###,4,2,2,0,2,0,1,1,0
Chittagong,Chittagong,Panchlaish,Ward No-08 (part),1,1,0,0,0,1,0,0,0
Chittagong,Chittagong,Panchlaish,Ward No-07,0,0,0,0,0,0,0,0,0
Chittagong,Chittagong,Panchlaish,Ward No-15 (Part),0,0,0,0,0,0,0,0,0
